"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"11",70.8592723852881,72.1255116797327,76.8458763156385,76.7815210174024,77.8809578876299,76.0590608749233,79.3889220326403,79.4300770523636,79.0337830781666,80.2679572210472,81.7758855996025,81.866106002667,83.217895336899,87.1680474468819,92.0018252190163,93.4944493680256,98.447111711296,100.461878835645,98.9012895013518,100.48633014426
"12",75.1680101892638,74.3314777119198,82.2525360418184,84.6516637336133,84.099306010118,89.5930430788882,95.0627555902281,95.0327403054555,98.251813586468,98.4602948133427,105.805481129043,110.440010327627,111.696183747474,118.9761763221,122.214385011285,130.883528486849,135.39708844125,138.763320224522,142.349220746842,140.803636190287
"13",77.7501363385238,81.3341500013686,81.9351911130341,89.5267775239257,92.0616579814101,99.6123272633949,107.165633590787,110.107039767618,119.414175982614,127.201743082312,130.772413347868,135.929723800936,143.391932383465,151.926887937279,158.201044805501,161.129847316402,177.303145653918,185.021115863916,180.655250923379,184.068906300253
"14",81.2981558697105,85.8102203594273,88.664049537872,88.5973342485031,96.5196497172609,107.582062765189,114.525242474896,122.905348066641,130.817681187813,141.95613443767,145.720401302282,157.463608328177,160.542809450432,166.608880304551,177.122161958744,186.313887747337,196.048297630489,203.628088561842,206.278622009033,210.256900677271
"15",89.8698356183704,86.7924899861875,86.6782647501533,95.9898549166019,100.48543527251,109.625286572041,114.856632583161,122.91308397584,133.294025976996,136.733377056547,145.995251283233,156.051093824324,162.145067547406,170.974199217516,183.584963837949,194.325923491982,196.513982757403,204.488542012452,208.251851697326,211.989771675227
"16",82.1638088396305,85.1532337282869,85.6760759498689,91.5268388580991,97.5762030536937,100.043460563956,111.522915177183,118.163490635715,122.169321925338,126.859059773372,134.778674200295,142.974975141976,154.762372217246,162.784587260743,171.768425899826,178.395834065693,183.611485658693,187.138265066877,192.224601897825,198.485308754782
"17",81.0276741776445,80.0314000031465,82.3880278624454,86.788010223276,95.3865835596566,97.7912218052665,102.393214748569,109.774662074312,114.503666878669,120.768896908112,123.229601186941,132.616419607109,138.486949347851,144.656205803344,150.521503804398,155.121548335787,163.015625345534,166.127557410813,170.771525546607,172.887377853381
"18",80.8030637586807,80.543799543872,78.5142441588309,88.7256715666296,86.6321717531648,96.0810927666741,97.9825484640124,99.9894283082936,103.365020988357,111.695521404925,117.212428306302,117.0860514773,125.9767768391,131.713800767121,133.025806873384,134.528394082396,142.857934346127,146.094429076306,149.196569059181,155.750100465639
"19",73.5893544503028,75.4851471921242,78.5408946076726,85.2453238484443,87.525949763668,89.786227037573,87.6321645990164,94.3163853482412,100.599330516848,102.619683682059,111.147688135309,111.773131272346,111.934471609787,120.284738340547,122.248699653458,124.406142542606,128.63046206512,132.745311214706,135.903210933261,137.267417314611
"20",70.5108045104177,74.2215155345629,82.2739529007293,82.084436529464,84.0147663482292,85.9002877399132,88.070070486003,90.0576612607088,96.8866005885047,103.215449238164,105.022126490199,107.603097948494,106.630871560448,110.809155139184,112.013336591727,118.00219726782,118.803547799617,126.78536920388,127.946582252105,126.608242657678
